,keywords,number_of_times_word_appeared,tf,idf,tf_idf
151,rganos,1,0.0005485463521667581,0.0,0.0
127,trata,1,0.0005485463521667581,0.0,0.0
161,desarrollo,1,0.0005485463521667581,0.0,0.0
125,dudes,1,0.0005485463521667581,0.0,0.0
171,ocupate,1,0.0005485463521667581,0.0,0.0
104,planificación,1,0.0005485463521667581,0.0,0.0
105,precoz,1,0.0005485463521667581,0.0,0.0
106,acceso,1,0.0005485463521667581,0.0,0.0
107,Detectar,1,0.0005485463521667581,0.0,0.0
168,asintomática,1,0.0005485463521667581,0.0,0.0
167,interés,1,0.0005485463521667581,0.0,0.0
109,previas,1,0.0005485463521667581,0.0,0.0
110,iniciales,1,0.0005485463521667581,0.0,0.0
175,todavía,1,0.0005485463521667581,0.0,0.0
112,alteraciones,1,0.0005485463521667581,0.0,0.0
113,Virtual,1,0.0005485463521667581,0.0,0.0
124,lapastilla,1,0.0005485463521667581,0.0,0.0
114,sgte,1,0.0005485463521667581,0.0,0.0
121,Ambos,1,0.0005485463521667581,0.0,0.0
118,cuello,1,0.0005485463521667581,0.0,0.0
123,dudas,1,0.0005485463521667581,0.0,0.0
122,genital,1,0.0005485463521667581,0.0,0.0
115,VIERNES,1,0.0005485463521667581,0.0,0.0
148,perder,1,0.0005485463521667581,0.0,0.0
164,pastilladeldiadespues,1,0.0005485463521667581,0.0,0.0
165,vista,1,0.0005485463521667581,0.0,0.0
116,Rey,1,0.0005485463521667581,0.0,0.0
147,fertilidad,1,0.0005485463521667581,0.0,0.0
146,decia,1,0.0005485463521667581,0.0,0.0
145,mensaje,1,0.0005485463521667581,0.0,0.0
154,INDISPENSABLE,1,0.0005485463521667581,0.0,0.0
34,ginecologia,1,0.0005485463521667581,0.0,0.0
33,Modalidad,1,0.0005485463521667581,0.0,0.0
32,Directora,1,0.0005485463521667581,0.0,0.0
28,LUNES,1,0.0005485463521667581,0.0,0.0
100,importante,1,0.0005485463521667581,0.0,0.0
0,El,1,0.0005485463521667581,0.0,0.0
169,preservativo,1,0.0005485463521667581,0.0,0.0
170,resultados,1,0.0005485463521667581,0.0,0.0
54,anticoncepcion,1,0.0005485463521667581,0.0,0.0
130,GINECOLOGÍA,1,0.0005485463521667581,0.0,0.0
160,Aclarar,1,0.0005485463521667581,0.0,0.0
159,mirena,1,0.0005485463521667581,0.0,0.0
173,ginecoysalud,1,0.0005485463521667581,0.0,0.0
37,diud,1,0.0005485463521667581,0.0,0.0
158,Enviar,1,0.0005485463521667581,0.0,0.0
135,Médica,1,0.0005485463521667581,0.0,0.0
136,avanzamos,1,0.0005485463521667581,0.0,0.0
157,Dra,1,0.0005485463521667581,0.0,0.0
138,SOLICITUD,1,0.0005485463521667581,0.0,0.0
156,cuidados,1,0.0005485463521667581,0.0,0.0
139,Turno,1,0.0005485463521667581,0.0,0.0
126,parece,1,0.0005485463521667581,0.0,0.0
140,favorece,1,0.0005485463521667581,0.0,0.0
141,Claudia,1,0.0005485463521667581,0.0,0.0
142,anteriores,1,0.0005485463521667581,0.0,0.0
172,aborto,1,0.0005485463521667581,0.0,0.0
155,fácil,1,0.0005485463521667581,0.0,0.0
144,Para,1,0.0005485463521667581,0.0,0.0
134,temas,1,0.0005485463521667581,0.0,0.0
177,Número,1,0.0005485463521667581,0.0,0.0
